Code Classe;Code Groupe;Code Division;Code Sous-section;Code Section;Section;Sous-section;Division;Groupe;Classe
46.23Z;46.23;46.2;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de produits agricoles bruts et d'animaux vivants;Commerce de gros d'animaux vivants;Commerce de gros (commerce interentreprises) d'animaux vivants
46.24Z;46.24;46.2;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de produits agricoles bruts et d'animaux vivants;Commerce de gros de cuirs et peaux;Commerce de gros (commerce interentreprises) de cuirs et peaux
46.31Z;46.31;46.3;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de produits alimentaires, de boissons et de tabac;Commerce de gros de fruits et légumes;Commerce de gros (commerce interentreprises) de fruits et légumes
46.32A;46.32;46.3;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de produits alimentaires, de boissons et de tabac;Commerce de gros de viandes et de produits à base de viande;Commerce de gros (commerce interentreprises) de viandes de boucherie
46.32B;46.32;46.3;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de produits alimentaires, de boissons et de tabac;Commerce de gros de viandes et de produits à base de viande;Commerce de gros (commerce interentreprises) de produits à base de viande
46.32C;46.32;46.3;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de produits alimentaires, de boissons et de tabac;Commerce de gros de viandes et de produits à base de viande;Commerce de gros (commerce interentreprises) de volailles et gibier
46.33Z;46.33;46.3;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de produits alimentaires, de boissons et de tabac;Commerce de gros de produits laitiers, œufs, huiles et matières grasses comestibles;Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles
46.34Z;46.34;46.3;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de produits alimentaires, de boissons et de tabac;Commerce de gros de boissons;Commerce de gros (commerce interentreprises) de boissons
46.35Z;46.35;46.3;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de produits alimentaires, de boissons et de tabac;Commerce de gros de produits à base de tabac;Commerce de gros (commerce interentreprises) de produits à base de tabac
46.36Z;46.36;46.3;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de produits alimentaires, de boissons et de tabac;Commerce de gros de sucre, chocolat et confiserie;Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie
46.37Z;46.37;46.3;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de produits alimentaires, de boissons et de tabac;Commerce de gros de café, thé, cacao et épices;Commerce de gros (commerce interentreprises) de café, thé, cacao et épices
46.38A;46.38;46.3;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de produits alimentaires, de boissons et de tabac;Commerce de gros d'autres produits alimentaires, y compris poissons, crustacés et mollusques;Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques
46.38B;46.38;46.3;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de produits alimentaires, de boissons et de tabac;Commerce de gros d'autres produits alimentaires, y compris poissons, crustacés et mollusques;Commerce de gros (commerce interentreprises) alimentaire spécialisé divers
46.39A;46.39;46.3;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de produits alimentaires, de boissons et de tabac;Commerce de gros non spécialisé de denrées, boissons et tabac;Commerce de gros (commerce interentreprises) de produits surgelés
46.39B;46.39;46.3;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de produits alimentaires, de boissons et de tabac;Commerce de gros non spécialisé de denrées, boissons et tabac;Commerce de gros (commerce interentreprises) alimentaire non spécialisé
46.41Z;46.41;46.4;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de biens domestiques;Commerce de gros de textiles;Commerce de gros (commerce interentreprises) de textiles
46.42Z;46.42;46.4;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de biens domestiques;Commerce de gros d'habillement et de chaussures;Commerce de gros (commerce interentreprises) d'habillement et de chaussures
46.43Z;46.43;46.4;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de biens domestiques;Commerce de gros d'appareils électroménagers;Commerce de gros (commerce interentreprises) d'appareils électroménagers
46.44Z;46.44;46.4;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de biens domestiques;Commerce de gros de vaisselle, verrerie et produits d'entretien;Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien
46.45Z;46.45;46.4;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de biens domestiques;Commerce de gros de parfumerie et de produits de beauté;Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté
46.46Z;46.46;46.4;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de biens domestiques;Commerce de gros de produits pharmaceutiques;Commerce de gros (commerce interentreprises) de produits pharmaceutiques
46.47Z;46.47;46.4;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de biens domestiques;Commerce de gros de meubles, de tapis et d'appareils d'éclairage;Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage
46.48Z;46.48;46.4;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de biens domestiques;Commerce de gros d'articles d'horlogerie et de bijouterie;Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie
46.49Z;46.49;46.4;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de biens domestiques;Commerce de gros d'autres biens domestiques;Commerce de gros (commerce interentreprises) d'autres biens domestiques
46.51Z;46.51;46.5;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros d'équipements de l'information et de la communication;Commerce de gros d'ordinateurs, d'équipements informatiques périphériques et de logiciels;Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels
46.52Z;46.52;46.5;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros d'équipements de l'information et de la communication;Commerce de gros de composants et d'équipements électroniques et de télécommunication;Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication
46.61Z;46.61;46.6;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros d'autres équipements industriels;Commerce de gros de matériel agricole;Commerce de gros (commerce interentreprises) de matériel agricole
46.62Z;46.62;46.6;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros d'autres équipements industriels;Commerce de gros de machines-outils;Commerce de gros (commerce interentreprises) de machines-outils
46.63Z;46.63;46.6;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros d'autres équipements industriels;Commerce de gros de machines pour l'extraction, la construction et le génie civil;Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil
46.64Z;46.64;46.6;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros d'autres équipements industriels;Commerce de gros de machines pour l'industrie textile et l'habillement;Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement
46.65Z;46.65;46.6;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros d'autres équipements industriels;Commerce de gros de mobilier de bureau;Commerce de gros (commerce interentreprises) de mobilier de bureau
46.66Z;46.66;46.6;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros d'autres équipements industriels;Commerce de gros d'autres machines et équipements de bureau;Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau
46.69A;46.69;46.6;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros d'autres équipements industriels;Commerce de gros d'autres machines et équipements;Commerce de gros (commerce interentreprises) de matériel électrique
46.69B;46.69;46.6;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros d'autres équipements industriels;Commerce de gros d'autres machines et équipements;Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers
46.69C;46.69;46.6;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros d'autres équipements industriels;Commerce de gros d'autres machines et équipements;Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services
46.71Z;46.71;46.7;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Autres commerces de gros spécialisés;Commerce de gros de combustibles et de produits annexes;Commerce de gros (commerce interentreprises) de combustibles et de produits annexes
46.72Z;46.72;46.7;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Autres commerces de gros spécialisés;Commerce de gros de minerais et métaux;Commerce de gros (commerce interentreprises) de minerais et métaux
46.73A;46.73;46.7;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Autres commerces de gros spécialisés;Commerce de gros de bois, de matériaux de construction et d'appareils sanitaires;Commerce de gros (commerce interentreprises) de bois et de matériaux de construction
46.73B;46.73;46.7;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Autres commerces de gros spécialisés;Commerce de gros de bois, de matériaux de construction et d'appareils sanitaires;Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration
46.74A;46.74;46.7;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Autres commerces de gros spécialisés;Commerce de gros de quincaillerie et fournitures pour plomberie et chauffage;Commerce de gros (commerce interentreprises) de quincaillerie
46.74B;46.74;46.7;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Autres commerces de gros spécialisés;Commerce de gros de quincaillerie et fournitures pour plomberie et chauffage;Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage
46.75Z;46.75;46.7;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Autres commerces de gros spécialisés;Commerce de gros de produits chimiques;Commerce de gros (commerce interentreprises) de produits chimiques
46.76Z;46.76;46.7;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Autres commerces de gros spécialisés;Commerce de gros d'autres produits intermédiaires;Commerce de gros (commerce interentreprises) d'autres produits intermédiaires
46.77Z;46.77;46.7;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Autres commerces de gros spécialisés;Commerce de gros de déchets et débris;Commerce de gros (commerce interentreprises) de déchets et débris
46.90Z;46.90;46.9;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros non spécialisé;Commerce de gros non spécialisé;Commerce de gros (commerce interentreprises) non spécialisé
47.11A;47.11;47.1;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail en magasin non spécialisé;Commerce de détail en magasin non spécialisé à prédominance alimentaire;Commerce de détail de produits surgelés
47.11B;47.11;47.1;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail en magasin non spécialisé;Commerce de détail en magasin non spécialisé à prédominance alimentaire;Commerce d'alimentation générale
47.11C;47.11;47.1;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail en magasin non spécialisé;Commerce de détail en magasin non spécialisé à prédominance alimentaire;Supérettes
47.11D;47.11;47.1;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail en magasin non spécialisé;Commerce de détail en magasin non spécialisé à prédominance alimentaire;Supermarchés
47.11E;47.11;47.1;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail en magasin non spécialisé;Commerce de détail en magasin non spécialisé à prédominance alimentaire;Magasins multi-commerces
47.11F;47.11;47.1;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail en magasin non spécialisé;Commerce de détail en magasin non spécialisé à prédominance alimentaire;Hypermarchés
47.19A;47.19;47.1;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail en magasin non spécialisé;Autre commerce de détail en magasin non spécialisé;Grands magasins
47.19B;47.19;47.1;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail en magasin non spécialisé;Autre commerce de détail en magasin non spécialisé;Autres commerces de détail en magasin non spécialisé
47.21Z;47.21;47.2;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail alimentaire en magasin spécialisé;Commerce de détail de fruits et légumes en magasin spécialisé;Commerce de détail de fruits et légumes en magasin spécialisé
47.22Z;47.22;47.2;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail alimentaire en magasin spécialisé;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé
47.23Z;47.23;47.2;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail alimentaire en magasin spécialisé;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé
47.24Z;47.24;47.2;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail alimentaire en magasin spécialisé;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé
47.25Z;47.25;47.2;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail alimentaire en magasin spécialisé;Commerce de détail de boissons en magasin spécialisé;Commerce de détail de boissons en magasin spécialisé
47.26Z;47.26;47.2;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail alimentaire en magasin spécialisé;Commerce de détail de produits à base de tabac en magasin spécialisé;Commerce de détail de produits à base de tabac en magasin spécialisé
47.29Z;47.29;47.2;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail alimentaire en magasin spécialisé;Autres commerces de détail alimentaires en magasin spécialisé;Autres commerces de détail alimentaires en magasin spécialisé
47.30Z;47.30;47.3;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail de carburants en magasin spécialisé;Commerce de détail de carburants en magasin spécialisé;Commerce de détail de carburants en magasin spécialisé
47.41Z;47.41;47.4;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé;Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé;Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé
47.42Z;47.42;47.4;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé;Commerce de détail de matériels de télécommunication en magasin spécialisé;Commerce de détail de matériels de télécommunication en magasin spécialisé
47.43Z;47.43;47.4;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé;Commerce de détail de matériels audio/vidéo en magasin spécialisé;Commerce de détail de matériels audio et vidéo en magasin spécialisé
47.51Z;47.51;47.5;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail d'autres équipements du foyer en magasin spécialisé;Commerce de détail de textiles en magasin spécialisé;Commerce de détail de textiles en magasin spécialisé
47.52A;47.52;47.5;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail d'autres équipements du foyer en magasin spécialisé;Commerce de détail de quincaillerie, peintures et verres en magasin spécialisé;Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²)
47.52B;47.52;47.5;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail d'autres équipements du foyer en magasin spécialisé;Commerce de détail de quincaillerie, peintures et verres en magasin spécialisé;Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m² et plus)
47.53Z;47.53;47.5;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail d'autres équipements du foyer en magasin spécialisé;Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé;Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé
47.54Z;47.54;47.5;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail d'autres équipements du foyer en magasin spécialisé;Commerce de détail d'appareils électroménagers en magasin spécialisé;Commerce de détail d'appareils électroménagers en magasin spécialisé
47.59A;47.59;47.5;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail d'autres équipements du foyer en magasin spécialisé;Commerce de détail de meubles, appareils d'éclairage et autres articles de ménage en magasin spécialisé;Commerce de détail de meubles
47.59B;47.59;47.5;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail d'autres équipements du foyer en magasin spécialisé;Commerce de détail de meubles, appareils d'éclairage et autres articles de ménage en magasin spécialisé;Commerce de détail d'autres équipements du foyer
47.61Z;47.61;47.6;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail de biens culturels et de loisirs en magasin spécialisé;Commerce de détail de livres en magasin spécialisé;Commerce de détail de livres en magasin spécialisé
47.62Z;47.62;47.6;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail de biens culturels et de loisirs en magasin spécialisé;Commerce de détail de journaux et papeterie en magasin spécialisé;Commerce de détail de journaux et papeterie en magasin spécialisé
47.63Z;47.63;47.6;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail de biens culturels et de loisirs en magasin spécialisé;Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé;Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé
47.64Z;47.64;47.6;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail de biens culturels et de loisirs en magasin spécialisé;Commerce de détail d'articles de sport en magasin spécialisé;Commerce de détail d'articles de sport en magasin spécialisé
47.65Z;47.65;47.6;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail de biens culturels et de loisirs en magasin spécialisé;Commerce de détail de jeux et jouets en magasin spécialisé;Commerce de détail de jeux et jouets en magasin spécialisé
47.71Z;47.71;47.7;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Commerce de détail d'habillement en magasin spécialisé;Commerce de détail d'habillement en magasin spécialisé
47.72A;47.72;47.7;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé;Commerce de détail de la chaussure
47.72B;47.72;47.7;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé;Commerce de détail de maroquinerie et d'articles de voyage
47.73Z;47.73;47.7;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Commerce de détail de produits pharmaceutiques en magasin spécialisé;Commerce de détail de produits pharmaceutiques en magasin spécialisé
47.74Z;47.74;47.7;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé;Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé
47.75Z;47.75;47.7;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé;Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé
47.76Z;47.76;47.7;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé;Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé
47.77Z;47.77;47.7;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé;Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé
47.78A;47.78;47.7;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Autre commerce de détail de biens neufs en magasin spécialisé;Commerces de détail d'optique
47.78B;47.78;47.7;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Autre commerce de détail de biens neufs en magasin spécialisé;Commerces de détail de charbons et combustibles
47.78C;47.78;47.7;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Autre commerce de détail de biens neufs en magasin spécialisé;Autres commerces de détail spécialisés divers
47.79Z;47.79;47.7;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Commerce de détail de biens d'occasion en magasin;Commerce de détail de biens d'occasion en magasin
47.81Z;47.81;47.8;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail sur éventaires et marchés;Commerce de détail alimentaire sur éventaires et marchés;Commerce de détail alimentaire sur éventaires et marchés
47.82Z;47.82;47.8;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail sur éventaires et marchés;Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés;Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés
47.89Z;47.89;47.8;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail sur éventaires et marchés;Autres commerces de détail sur éventaires et marchés;Autres commerces de détail sur éventaires et marchés
47.91A;47.91;47.9;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail hors magasin, éventaires ou marchés;Vente à distance;Vente à distance sur catalogue général
47.91B;47.91;47.9;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail hors magasin, éventaires ou marchés;Vente à distance;Vente à distance sur catalogue spécialisé
47.99A;47.99;47.9;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail hors magasin, éventaires ou marchés;Autres commerces de détail hors magasin, éventaires ou marchés;Vente à domicile
47.99B;47.99;47.9;47;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail hors magasin, éventaires ou marchés;Autres commerces de détail hors magasin, éventaires ou marchés;Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a.
49.10Z;49.10;49.1;49;H;Transports et entreposage;Transports terrestres et transport par conduites;Transport ferroviaire interurbain de voyageurs;Transport ferroviaire interurbain de voyageurs;Transport ferroviaire interurbain de voyageurs
49.20Z;49.20;49.2;49;H;Transports et entreposage;Transports terrestres et transport par conduites;Transports ferroviaires de fret;Transports ferroviaires de fret;Transports ferroviaires de fret
49.31Z;49.31;49.3;49;H;Transports et entreposage;Transports terrestres et transport par conduites;Autres transports terrestres de voyageurs;Transports urbains et suburbains de voyageurs;Transports urbains et suburbains de voyageurs
49.32Z;49.32;49.3;49;H;Transports et entreposage;Transports terrestres et transport par conduites;Autres transports terrestres de voyageurs;Transports de voyageurs par taxis;Transports de voyageurs par taxis
49.39A;49.39;49.3;49;H;Transports et entreposage;Transports terrestres et transport par conduites;Autres transports terrestres de voyageurs;Autres transports terrestres de voyageurs n.c.a.;Transports routiers réguliers de voyageurs
49.39B;49.39;49.3;49;H;Transports et entreposage;Transports terrestres et transport par conduites;Autres transports terrestres de voyageurs;Autres transports terrestres de voyageurs n.c.a.;Autres transports routiers de voyageurs
49.39C;49.39;49.3;49;H;Transports et entreposage;Transports terrestres et transport par conduites;Autres transports terrestres de voyageurs;Autres transports terrestres de voyageurs n.c.a.;Téléphériques et remontées mécaniques
49.41A;49.41;49.4;49;H;Transports et entreposage;Transports terrestres et transport par conduites;Transports routiers de fret et services de déménagement;Transports routiers de fret;Transports routiers de fret interurbains
49.41B;49.41;49.4;49;H;Transports et entreposage;Transports terrestres et transport par conduites;Transports routiers de fret et services de déménagement;Transports routiers de fret;Transports routiers de fret de proximité
